id,number,name,team,teamCode,group,type,extraVariant
LOGO-00,0,Logo Panini,Panini,LOGO,,logo,
FWC-01,1,Logo Mundial - Parte Superior,FIFA,FWC,,fwc_special,
FWC-02,2,Logo Mundial - Parte Inferior,FIFA,FWC,,fwc_special,
FWC-03,3,Official Mascots,FIFA,FWC,,fwc_special,
FWC-04,4,Official Slogan,FIFA,FWC,,fwc_special,
FWC-05,5,Official Ball,FIFA,FWC,,fwc_special,
FWC-06,6,Canadá - Host Country Emblem,FIFA,FWC,,fwc_special,
FWC-07,7,México - Host Country Emblem,FIFA,FWC,,fwc_special,
FWC-08,8,USA - Host Country Emblem,FIFA,FWC,,fwc_special,
MEX-01,1,Escudo,Mexico,MEX,A,team_badge,
MEX-02,2,Luis Malagón,Mexico,MEX,A,player,
MEX-03,3,Johan Vásquez,Mexico,MEX,A,player,
MEX-04,4,Jorge Sánchez,Mexico,MEX,A,player,
MEX-05,5,César Montes,Mexico,MEX,A,player,
MEX-06,6,Jesus Gallardo,Mexico,MEX,A,player,
MEX-07,7,Israel Reyes,Mexico,MEX,A,player,
MEX-08,8,Diego Lainez,Mexico,MEX,A,player,
MEX-09,9,Carlos Rodríguez,Mexico,MEX,A,player,
MEX-10,10,Edson Álvarez,Mexico,MEX,A,player,
MEX-11,11,Orbelin Pineda,Mexico,MEX,A,player,
MEX-12,12,Marcel Ruiz,Mexico,MEX,A,player,
MEX-13,13,Foto Equipo,Mexico,MEX,A,player,
MEX-14,14,Erick Sánchez,Mexico,MEX,A,player,
MEX-15,15,Hirving Lozano,Mexico,MEX,A,player,
MEX-16,16,Santiago Giménez,Mexico,MEX,A,player,
MEX-17,17,Raúl Jiménez,Mexico,MEX,A,player,
MEX-18,18,Alexis Vega,Mexico,MEX,A,player,
MEX-19,19,Roberto Alvarado,Mexico,MEX,A,player,
MEX-20,20,César Huerta,Mexico,MEX,A,player,
RSA-01,1,Escudo,South Africa,RSA,A,team_badge,
RSA-02,2,Ronwen Williams,South Africa,RSA,A,player,
RSA-03,3,Sipho Chaine,South Africa,RSA,A,player,
RSA-04,4,Aubrey Modiba,South Africa,RSA,A,player,
RSA-05,5,Samukele Kabini,South Africa,RSA,A,player,
RSA-06,6,Khuliso Mudau,South Africa,RSA,A,player,
RSA-07,7,Khulumani Ndamane,South Africa,RSA,A,player,
RSA-08,8,Siyabonga Ngezana,South Africa,RSA,A,player,
RSA-09,9,Nkosinathi Sibisi,South Africa,RSA,A,player,
RSA-10,10,Teboho Mokoena,South Africa,RSA,A,player,
RSA-11,11,Thalente Mbatha,South Africa,RSA,A,player,
RSA-12,12,Bathusi Aubaas,South Africa,RSA,A,player,
RSA-13,13,Foto Equipo,South Africa,RSA,A,player,
RSA-14,14,Yaya Sithole,South Africa,RSA,A,player,
RSA-15,15,Sipho Mbule,South Africa,RSA,A,player,
RSA-16,16,Lyle Foster,South Africa,RSA,A,player,
RSA-17,17,Iqraam Rayners,South Africa,RSA,A,player,
RSA-18,18,Mohau Nkota,South Africa,RSA,A,player,
RSA-19,19,Oswin Appollis,South Africa,RSA,A,player,
KOR-01,1,Escudo,Korea Republic,KOR,A,team_badge,
KOR-02,2,Hyeonwoo Jo,Korea Republic,KOR,A,player,
KOR-03,3,Seunggyu Kim,Korea Republic,KOR,A,player,
KOR-04,4,Minjae Kim,Korea Republic,KOR,A,player,
KOR-05,5,Yumin Cho,Korea Republic,KOR,A,player,
KOR-06,6,Youngwoo Seol,Korea Republic,KOR,A,player,
KOR-07,7,Hanbeom Lee,Korea Republic,KOR,A,player,
KOR-08,8,Taeseok Lee,Korea Republic,KOR,A,player,
KOR-09,9,Myungjae Lee,Korea Republic,KOR,A,player,
KOR-10,10,Jaesung Lee,Korea Republic,KOR,A,player,
KOR-11,11,Inbeom Hwang,Korea Republic,KOR,A,player,
KOR-12,12,Kangin Lee,Korea Republic,KOR,A,player,
KOR-13,13,Foto Equipo,Korea Republic,KOR,A,player,
KOR-14,14,Seungho Paik,Korea Republic,KOR,A,player,
KOR-15,15,Jens Castrop,Korea Republic,KOR,A,player,
KOR-16,16,Donggyeong Lee,Korea Republic,KOR,A,player,
KOR-17,17,Guesung Cho,Korea Republic,KOR,A,player,
KOR-18,18,Heungmin Son,Korea Republic,KOR,A,player,
KOR-19,19,Heechan Hwang,Korea Republic,KOR,A,player,
KOR-20,20,Hyeongyu Oh,Korea Republic,KOR,A,player,
CZE-01,1,Escudo,Czechia,CZE,A,team_badge,
CZE-02,2,Matej Kovar,Czechia,CZE,A,player,
CZE-03,3,Jindrich Stanek,Czechia,CZE,A,player,
CZE-04,4,Ladislav Krejci,Czechia,CZE,A,player,
CZE-05,5,Vladimir Coufal,Czechia,CZE,A,player,
CZE-06,6,Jaroslav Zeleny,Czechia,CZE,A,player,
CZE-07,7,Tomas Holes,Czechia,CZE,A,player,
CZE-08,8,David Zima,Czechia,CZE,A,player,
CZE-09,9,Michal Sadilek,Czechia,CZE,A,player,
CZE-10,10,Lukas Provod,Czechia,CZE,A,player,
CZE-11,11,Lukas Cerv,Czechia,CZE,A,player,
CZE-12,12,Tomas Soucek,Czechia,CZE,A,player,
CZE-13,13,Foto Equipo,Czechia,CZE,A,player,
CZE-14,14,Pavel Sulc,Czechia,CZE,A,player,
CZE-15,15,Matej Vydra,Czechia,CZE,A,player,
CZE-16,16,Vasil Kusej,Czechia,CZE,A,player,
CZE-17,17,Tomas Chory,Czechia,CZE,A,player,
CZE-18,18,Vaclav Cerny,Czechia,CZE,A,player,
CZE-19,19,Adam Hlozek,Czechia,CZE,A,player,
CZE-20,20,Patrik Schick,Czechia,CZE,A,player,
CAN-01,1,Escudo,Canada,CAN,B,team_badge,
CAN-02,2,Dayne St. Clair,Canada,CAN,B,player,
CAN-03,3,Alphonso Davies,Canada,CAN,B,player,
CAN-04,4,Alistair Johnston,Canada,CAN,B,player,
CAN-05,5,Samuel Adekugbe,Canada,CAN,B,player,
CAN-06,6,Samuel Richie Larvea,Canada,CAN,B,player,
CAN-07,7,Derek Cornelius,Canada,CAN,B,player,
CAN-08,8,Moise Bombito,Canada,CAN,B,player,
CAN-09,9,Kamal Miller,Canada,CAN,B,player,
CAN-10,10,Stephen Eustaquio,Canada,CAN,B,player,
CAN-11,11,Ismael Kone,Canada,CAN,B,player,
CAN-12,12,Jonathan Osorio,Canada,CAN,B,player,
CAN-13,13,Foto Equipo,Canada,CAN,B,player,
CAN-14,14,Jacob Shaffelburg,Canada,CAN,B,player,
CAN-15,15,Mathieu Choinere,Canada,CAN,B,player,
CAN-16,16,Niko Sigur,Canada,CAN,B,player,
CAN-17,17,Tajon Buchanan,Canada,CAN,B,player,
CAN-18,18,Liam Millar,Canada,CAN,B,player,
CAN-19,19,Dyle Larin,Canada,CAN,B,player,
CAN-20,20,Jonathan David,Canada,CAN,B,player,
BIH-01,1,Escudo,Bosnia-Herzegovina,BIH,B,team_badge,
BIH-02,2,Nikola Vasilj,Bosnia-Herzegovina,BIH,B,player,
BIH-03,3,Amar Dedic,Bosnia-Herzegovina,BIH,B,player,
BIH-04,4,Sead Kolasinac,Bosnia-Herzegovina,BIH,B,player,
BIH-05,5,Tarik Muharemovic,Bosnia-Herzegovina,BIH,B,player,
BIH-06,6,Nihad Mujakic,Bosnia-Herzegovina,BIH,B,player,
BIH-07,7,Nikola Katic,Bosnia-Herzegovina,BIH,B,player,
BIH-08,8,Amir Hadziahmetovic,Bosnia-Herzegovina,BIH,B,player,
BIH-09,9,Benjamin Tahirovic,Bosnia-Herzegovina,BIH,B,player,
BIH-10,10,Armin Gigovic,Bosnia-Herzegovina,BIH,B,player,
BIH-11,11,Ivan Sunjic,Bosnia-Herzegovina,BIH,B,player,
BIH-12,12,Ivan Basic,Bosnia-Herzegovina,BIH,B,player,
BIH-13,13,Foto Equipo,Bosnia-Herzegovina,BIH,B,player,
BIH-14,14,Dzenis Burnic,Bosnia-Herzegovina,BIH,B,player,
BIH-15,15,Esmir Bajraktarevic,Bosnia-Herzegovina,BIH,B,player,
BIH-16,16,Amar Memic,Bosnia-Herzegovina,BIH,B,player,
BIH-17,17,Ermedin Demirovic,Bosnia-Herzegovina,BIH,B,player,
BIH-18,18,Edin Dzeko,Bosnia-Herzegovina,BIH,B,player,
BIH-19,19,Samed Bazdar,Bosnia-Herzegovina,BIH,B,player,
BIH-20,20,Haris Tabakovic,Bosnia-Herzegovina,BIH,B,player,
QAT-01,1,Escudo,Qatar,QAT,B,team_badge,
QAT-02,2,Meshaal Barsham,Qatar,QAT,B,player,
QAT-03,3,Sultan Albrake,Qatar,QAT,B,player,
QAT-04,4,Lucas Mendes,Qatar,QAT,B,player,
QAT-05,5,Homam Ahmed,Qatar,QAT,B,player,
QAT-06,6,Boualem Khoukhi,Qatar,QAT,B,player,
QAT-07,7,Pedro Miguel,Qatar,QAT,B,player,
QAT-08,8,Tarek Salman,Qatar,QAT,B,player,
QAT-09,9,Mohammed Mannai,Qatar,QAT,B,player,
QAT-10,10,Karim Boudiaf,Qatar,QAT,B,player,
QAT-11,11,Assim Madibo,Qatar,QAT,B,player,
QAT-12,12,Hamed Fatehi,Qatar,QAT,B,player,
QAT-13,13,Foto Equipo,Qatar,QAT,B,player,
QAT-14,14,Mohammed Waad,Qatar,QAT,B,player,
QAT-15,15,Abdulaziz Hatem,Qatar,QAT,B,player,
QAT-16,16,Hassan Al-Haydos,Qatar,QAT,B,player,
QAT-17,17,Edmilson Junior,Qatar,QAT,B,player,
QAT-18,18,Akram Hassan Afif,Qatar,QAT,B,player,
QAT-19,19,Ahmed Al-Ganehi,Qatar,QAT,B,player,
QAT-20,20,Almoez Ali,Qatar,QAT,B,player,
SUI-01,1,Escudo,Switzerland,SUI,B,team_badge,
SUI-02,2,Gregor Kobel,Switzerland,SUI,B,player,
SUI-03,3,Yvon Mvogo,Switzerland,SUI,B,player,
SUI-04,4,Manuel Akanji,Switzerland,SUI,B,player,
SUI-05,5,Ricardo Rodriguez,Switzerland,SUI,B,player,
SUI-06,6,Nico Elvedi,Switzerland,SUI,B,player,
SUI-07,7,Aurele Amenda,Switzerland,SUI,B,player,
SUI-08,8,Silvan Widmer,Switzerland,SUI,B,player,
SUI-09,9,Granit Xhaka,Switzerland,SUI,B,player,
SUI-10,10,Denis Zakaria,Switzerland,SUI,B,player,
SUI-11,11,Remo Freuler,Switzerland,SUI,B,player,
SUI-12,12,Fabian Rieder,Switzerland,SUI,B,player,
SUI-13,13,Foto Equipo,Switzerland,SUI,B,player,
SUI-14,14,Ardon Jashari,Switzerland,SUI,B,player,
SUI-15,15,Johan Manzambi,Switzerland,SUI,B,player,
SUI-16,16,Michel Aebischer,Switzerland,SUI,B,player,
SUI-17,17,Breel Embolo,Switzerland,SUI,B,player,
SUI-18,18,Ruben Vargas,Switzerland,SUI,B,player,
SUI-19,19,Dan Ndoye,Switzerland,SUI,B,player,
SUI-20,20,Zeki Amdouni,Switzerland,SUI,B,player,
BRA-01,1,Escudo,Brazil,BRA,C,team_badge,
BRA-02,2,Alisson,Brazil,BRA,C,player,
BRA-03,3,Bento,Brazil,BRA,C,player,
BRA-04,4,Marquinhos,Brazil,BRA,C,player,
BRA-05,5,Eder Militao,Brazil,BRA,C,player,
BRA-06,6,Gabriel Magalhaes,Brazil,BRA,C,player,
BRA-07,7,Danilo,Brazil,BRA,C,player,
BRA-08,8,Wesley,Brazil,BRA,C,player,
BRA-09,9,Lucas Paqueta,Brazil,BRA,C,player,
BRA-10,10,Casemiro,Brazil,BRA,C,player,
BRA-11,11,Bruno Guimaraes,Brazil,BRA,C,player,
BRA-12,12,Luiz Henrique,Brazil,BRA,C,player,
BRA-13,13,Foto Equipo,Brazil,BRA,C,player,
BRA-14,14,Vinicius Junior,Brazil,BRA,C,player,
BRA-15,15,Rodrygo,Brazil,BRA,C,player,
BRA-16,16,Joao Pedro,Brazil,BRA,C,player,
BRA-17,17,Matheus Cunha,Brazil,BRA,C,player,
BRA-18,18,Gabriel Martinelli,Brazil,BRA,C,player,
BRA-19,19,Raphinha,Brazil,BRA,C,player,
BRA-20,20,Estevao,Brazil,BRA,C,player,
MAR-01,1,Escudo,Morocco,MAR,C,team_badge,
MAR-02,2,Yassine Bounou,Morocco,MAR,C,player,
MAR-03,3,Munir El Kajoui,Morocco,MAR,C,player,
MAR-04,4,Achraf Hakimi,Morocco,MAR,C,player,
MAR-05,5,Noussair Mazraoui,Morocco,MAR,C,player,
MAR-06,6,Nayef Aguerd,Morocco,MAR,C,player,
MAR-07,7,Romain Saiss,Morocco,MAR,C,player,
MAR-08,8,Jawad El Yamiq,Morocco,MAR,C,player,
MAR-09,9,Adam Masina,Morocco,MAR,C,player,
MAR-10,10,Sofyan Amrabat,Morocco,MAR,C,player,
MAR-11,11,Azzedine Ounahi,Morocco,MAR,C,player,
MAR-12,12,Eliesse Ben Seghir,Morocco,MAR,C,player,
MAR-13,13,Foto Equipo,Morocco,MAR,C,player,
MAR-14,14,Bilal El Khannouss,Morocco,MAR,C,player,
MAR-15,15,Ismael Saibari,Morocco,MAR,C,player,
MAR-16,16,Youssef En-Nesyri,Morocco,MAR,C,player,
MAR-17,17,Abde Ezzalzouli,Morocco,MAR,C,player,
MAR-18,18,Soufiane Rahimi,Morocco,MAR,C,player,
MAR-19,19,Brahim Diaz,Morocco,MAR,C,player,
MAR-20,20,Ayoub El Kaabi,Morocco,MAR,C,player,
HAI-01,1,Escudo,Haiti,HAI,C,team_badge,
HAI-02,2,Johny Placide,Haiti,HAI,C,player,
HAI-03,3,Carlens Arcus,Haiti,HAI,C,player,
HAI-04,4,Martin Experience,Haiti,HAI,C,player,
HAI-05,5,Jean-Kevin Duverne,Haiti,HAI,C,player,
HAI-06,6,Ricardo Ade,Haiti,HAI,C,player,
HAI-07,7,Duke Lacroix,Haiti,HAI,C,player,
HAI-08,8,Garven Metusala,Haiti,HAI,C,player,
HAI-09,9,Hannes Delcroix,Haiti,HAI,C,player,
HAI-10,10,Leverton Pierre,Haiti,HAI,C,player,
HAI-11,11,Danley Jean Jacques,Haiti,HAI,C,player,
HAI-12,12,Jean-Ricner Bellegarde,Haiti,HAI,C,player,
HAI-13,13,Foto Equipo,Haiti,HAI,C,player,
HAI-14,14,Christopher Attys,Haiti,HAI,C,player,
HAI-15,15,Derrick Etienne Jr.,Haiti,HAI,C,player,
HAI-16,16,Josue Casimir,Haiti,HAI,C,player,
HAI-17,17,Ruben Providence,Haiti,HAI,C,player,
HAI-18,18,Duckens Nazon,Haiti,HAI,C,player,
HAI-19,19,Louicius Deedson,Haiti,HAI,C,player,
HAI-20,20,Frantzdy Pierrot,Haiti,HAI,C,player,
SCO-01,1,Escudo,Scotland,SCO,C,team_badge,
SCO-02,2,Angus Gunn,Scotland,SCO,C,player,
SCO-03,3,Jack Hendry,Scotland,SCO,C,player,
SCO-04,4,Kieran Tierney,Scotland,SCO,C,player,
SCO-05,5,Aaron Hickey,Scotland,SCO,C,player,
SCO-06,6,Andrew Robertson,Scotland,SCO,C,player,
SCO-07,7,Scott McKenna,Scotland,SCO,C,player,
SCO-08,8,John Souttar,Scotland,SCO,C,player,
SCO-09,9,Anthony Ralston,Scotland,SCO,C,player,
SCO-10,10,Grant Hanley,Scotland,SCO,C,player,
SCO-11,11,Scott McTominay,Scotland,SCO,C,player,
SCO-12,12,Billy Gilmour,Scotland,SCO,C,player,
SCO-13,13,Foto Equipo,Scotland,SCO,C,player,
SCO-14,14,Lewis Ferguson,Scotland,SCO,C,player,
SCO-15,15,Ryan Christie,Scotland,SCO,C,player,
SCO-16,16,Kenny McLean,Scotland,SCO,C,player,
SCO-17,17,John McGinn,Scotland,SCO,C,player,
SCO-18,18,Lyndon Dykes,Scotland,SCO,C,player,
SCO-19,19,Che Adams,Scotland,SCO,C,player,
SCO-20,20,Ben Gannon-Doak,Scotland,SCO,C,player,
USA-01,1,Escudo,USA,USA,D,team_badge,
USA-02,2,Matt Freese,USA,USA,D,player,
USA-03,3,Chris Richards,USA,USA,D,player,
USA-04,4,Tim Ream,USA,USA,D,player,
USA-05,5,Mark McKenzie,USA,USA,D,player,
USA-06,6,Alex Freeman,USA,USA,D,player,
USA-07,7,Antonee Robinson,USA,USA,D,player,
USA-08,8,Tyler Adams,USA,USA,D,player,
USA-09,9,Tanner Tessmann,USA,USA,D,player,
USA-10,10,Weston McKennie,USA,USA,D,player,
USA-11,11,Christian Roldan,USA,USA,D,player,
USA-12,12,Timothy Weah,USA,USA,D,player,
USA-13,13,Foto Equipo,USA,USA,D,player,
USA-14,14,Diego Luna,USA,USA,D,player,
USA-15,15,Malik Tillman,USA,USA,D,player,
USA-16,16,Christian Pulisic,USA,USA,D,player,
USA-17,17,Brenden Aaronson,USA,USA,D,player,
USA-18,18,Ricardo Pepi,USA,USA,D,player,
USA-19,19,Haji Wright,USA,USA,D,player,
USA-20,20,Folarin Balogun,USA,USA,D,player,
PAR-01,1,Escudo,Paraguay,PAR,D,team_badge,
PAR-02,2,Roberto Fernandez,Paraguay,PAR,D,player,
PAR-03,3,Orlando Gill,Paraguay,PAR,D,player,
PAR-04,4,Diego Gomez,Paraguay,PAR,D,player,
PAR-05,5,Fabian Balbuena,Paraguay,PAR,D,player,
PAR-06,6,Juan Jose Caceres,Paraguay,PAR,D,player,
PAR-07,7,Omar Alderete,Paraguay,PAR,D,player,
PAR-08,8,Junior Alonso,Paraguay,PAR,D,player,
PAR-09,9,Mathias Villasanti,Paraguay,PAR,D,player,
PAR-10,10,Diego Gomez,Paraguay,PAR,D,player,
PAR-11,11,Damian Bobadilla,Paraguay,PAR,D,player,
PAR-12,12,Andres Cubas,Paraguay,PAR,D,player,
PAR-13,13,Foto Equipo,Paraguay,PAR,D,player,
PAR-14,14,Matias Galarza Fonda,Paraguay,PAR,D,player,
PAR-15,15,Julio Enciso,Paraguay,PAR,D,player,
PAR-16,16,Alejandro Romero Gamarra,Paraguay,PAR,D,player,
PAR-17,17,Miguel Almirón,Paraguay,PAR,D,player,
PAR-18,18,Ramón Sosa,Paraguay,PAR,D,player,
